arquivo,timestamp_s,timecode,tipo
0288_00-17-40_750.jpg,1060.750,00-17-40.750,suave
0289_00-17-42_028.jpg,1062.028,00-17-42.028,corte
0290_00-17-46_250.jpg,1066.250,00-17-46.250,suave
0291_00-17-49_250.jpg,1069.250,00-17-49.250,suave
0292_00-18-09_689.jpg,1089.689,00-18-09.689,corte
0293_00-18-15_494.jpg,1095.494,00-18-15.494,corte
0294_00-18-21_601.jpg,1101.601,00-18-21.601,corte
0295_00-18-24_203.jpg,1104.203,00-18-24.203,corte
0296_00-18-26_038.jpg,1106.038,00-18-26.038,corte
0297_00-18-31_010.jpg,1111.010,00-18-31.010,corte
0298_00-18-34_580.jpg,1114.580,00-18-34.580,corte
0299_00-18-36_616.jpg,1116.616,00-18-36.616,corte
0300_00-18-40_000.jpg,1120.000,00-18-40.000,suave
0301_00-18-43_500.jpg,1123.500,00-18-43.500,suave
0302_00-18-52_832.jpg,1132.832,00-18-52.832,corte
0303_00-18-54_800.jpg,1134.800,00-18-54.800,corte
0304_00-19-03_342.jpg,1143.342,00-19-03.342,corte
0305_00-19-06_112.jpg,1146.112,00-19-06.112,corte
0306_00-19-07_079.jpg,1147.079,00-19-07.079,corte
0307_00-19-08_381.jpg,1148.381,00-19-08.381,corte
0308_00-19-09_548.jpg,1149.548,00-19-09.548,corte
0309_00-19-12_151.jpg,1152.151,00-19-12.151,corte
0310_00-19-13_586.jpg,1153.586,00-19-13.586,corte
0311_00-19-14_987.jpg,1154.987,00-19-14.987,corte
0312_00-19-15_988.jpg,1155.988,00-19-15.988,corte
0313_00-19-17_423.jpg,1157.423,00-19-17.423,corte
0314_00-19-20_359.jpg,1160.359,00-19-20.359,corte
0315_00-19-23_963.jpg,1163.963,00-19-23.963,corte
0316_00-19-25_498.jpg,1165.498,00-19-25.498,corte
0317_00-19-34_206.jpg,1174.206,00-19-34.206,corte
0318_00-19-36_709.jpg,1176.709,00-19-36.709,corte
0319_00-19-41_447.jpg,1181.447,00-19-41.447,corte
0320_00-19-43_649.jpg,1183.649,00-19-43.649,corte
0321_00-19-47_820.jpg,1187.820,00-19-47.820,corte
0322_00-19-51_323.jpg,1191.323,00-19-51.323,corte
0323_00-19-56_996.jpg,1196.996,00-19-56.996,corte
0324_00-20-14_647.jpg,1214.647,00-20-14.647,corte
0325_00-20-19_051.jpg,1219.051,00-20-19.051,corte
0326_00-20-23_500.jpg,1223.500,00-20-23.500,suave
0327_00-20-26_500.jpg,1226.500,00-20-26.500,suave
0328_00-20-51_083.jpg,1251.083,00-20-51.083,corte
0329_00-20-54_320.jpg,1254.320,00-20-54.320,corte
0330_00-20-59_425.jpg,1259.425,00-20-59.425,corte
0331_00-21-02_461.jpg,1262.461,00-21-02.461,corte
0332_00-21-04_497.jpg,1264.497,00-21-04.497,corte
0333_00-21-10_469.jpg,1270.469,00-21-10.469,corte
0334_00-21-15_107.jpg,1275.107,00-21-15.107,corte
0335_00-21-17_209.jpg,1277.209,00-21-17.209,corte
0336_00-21-20_212.jpg,1280.212,00-21-20.212,corte
0337_00-21-25_250.jpg,1285.250,00-21-25.250,suave
0338_00-21-26_452.jpg,1286.452,00-21-26.452,corte
0339_00-21-28_354.jpg,1288.354,00-21-28.354,corte
0340_00-21-30_689.jpg,1290.689,00-21-30.689,corte
0341_00-21-31_791.jpg,1291.791,00-21-31.791,corte
0342_00-21-33_750.jpg,1293.750,00-21-33.750,suave
0343_00-21-36_750.jpg,1296.750,00-21-36.750,suave
0344_00-21-38_030.jpg,1298.030,00-21-38.030,corte
0345_00-21-45_104.jpg,1305.104,00-21-45.104,corte
0346_00-21-46_672.jpg,1306.672,00-21-46.672,corte
0347_00-21-48_007.jpg,1308.007,00-21-48.007,corte
0348_00-21-52_500.jpg,1312.500,00-21-52.500,suave
0349_00-21-59_718.jpg,1319.718,00-21-59.718,corte
0350_00-22-04_857.jpg,1324.857,00-22-04.857,corte
0351_00-22-37_156.jpg,1357.156,00-22-37.156,corte
0352_00-22-41_393.jpg,1361.393,00-22-41.393,corte
0353_00-22-54_006.jpg,1374.006,00-22-54.006,corte
0354_00-22-56_909.jpg,1376.909,00-22-56.909,corte
0355_00-22-59_144.jpg,1379.144,00-22-59.144,corte
0356_00-23-00_512.jpg,1380.512,00-23-00.512,corte
0357_00-23-08_354.jpg,1388.354,00-23-08.354,corte
0358_00-23-10_750.jpg,1390.750,00-23-10.750,suave
0359_00-23-18_597.jpg,1398.597,00-23-18.597,corte
0360_00-23-20_399.jpg,1400.399,00-23-20.399,corte
0361_00-23-21_934.jpg,1401.934,00-23-21.934,corte
0362_00-23-33_500.jpg,1413.500,00-23-33.500,suave
0363_00-23-36_500.jpg,1416.500,00-23-36.500,suave
0364_00-23-41_186.jpg,1421.186,00-23-41.186,corte
0365_00-23-43_789.jpg,1423.789,00-23-43.789,corte
0366_00-23-51_196.jpg,1431.196,00-23-51.196,corte
0367_00-23-53_866.jpg,1433.866,00-23-53.866,corte
0368_00-23-55_501.jpg,1435.501,00-23-55.501,corte
0369_00-23-56_969.jpg,1436.969,00-23-56.969,corte
0370_00-24-03_642.jpg,1443.642,00-24-03.642,corte
0371_00-24-08_947.jpg,1448.947,00-24-08.947,corte
0372_00-24-13_352.jpg,1453.352,00-24-13.352,corte
0373_00-24-16_121.jpg,1456.121,00-24-16.121,corte
0374_00-24-27_733.jpg,1467.733,00-24-27.733,corte
0375_00-24-29_750.jpg,1469.750,00-24-29.750,suave
0376_00-24-33_772.jpg,1473.772,00-24-33.772,corte
0377_00-24-35_500.jpg,1475.500,00-24-35.500,suave
0378_00-24-40_446.jpg,1480.446,00-24-40.446,corte
0379_00-24-43_916.jpg,1483.916,00-24-43.916,corte
0380_00-24-47_252.jpg,1487.252,00-24-47.252,corte
0381_00-24-53_392.jpg,1493.392,00-24-53.392,corte
0382_00-24-59_331.jpg,1499.331,00-24-59.331,corte
0383_00-25-06_638.jpg,1506.638,00-25-06.638,corte
0384_00-25-12_111.jpg,1512.111,00-25-12.111,corte
0385_00-25-12_978.jpg,1512.978,00-25-12.978,corte
0386_00-25-14_847.jpg,1514.847,00-25-14.847,corte
0387_00-25-17_649.jpg,1517.649,00-25-17.649,corte
0388_00-25-19_500.jpg,1519.500,00-25-19.500,suave
0389_00-25-22_388.jpg,1522.388,00-25-22.388,corte
0390_00-25-32_297.jpg,1532.297,00-25-32.297,corte
0391_00-25-36_969.jpg,1536.969,00-25-36.969,corte
0392_00-25-45_000.jpg,1545.000,00-25-45.000,suave
0393_00-26-02_928.jpg,1562.928,00-26-02.928,corte
0394_00-26-10_569.jpg,1570.569,00-26-10.569,corte
0395_00-26-14_473.jpg,1574.473,00-26-14.473,corte
0396_00-26-27_386.jpg,1587.386,00-26-27.386,corte
0397_00-26-31_023.jpg,1591.023,00-26-31.023,corte
0398_00-26-49_908.jpg,1609.908,00-26-49.908,corte
0399_00-27-05_023.jpg,1625.023,00-27-05.023,corte
0400_00-27-09_094.jpg,1629.094,00-27-09.094,corte
0401_00-27-14_433.jpg,1634.433,00-27-14.433,corte
0402_00-27-16_635.jpg,1636.635,00-27-16.635,corte
0403_00-27-24_250.jpg,1644.250,00-27-24.250,suave
0404_00-27-26_000.jpg,1646.000,00-27-26.000,suave
0405_00-27-35_487.jpg,1655.487,00-27-35.487,corte
0406_00-27-41_460.jpg,1661.460,00-27-41.460,corte
0407_00-27-43_362.jpg,1663.362,00-27-43.362,corte
0408_00-27-44_496.jpg,1664.496,00-27-44.496,corte
0409_00-27-46_000.jpg,1666.000,00-27-46.000,suave
0410_00-27-56_341.jpg,1676.341,00-27-56.341,corte
0411_00-28-00_946.jpg,1680.946,00-28-00.946,corte
0412_00-28-15_527.jpg,1695.527,00-28-15.527,corte
0413_00-28-20_599.jpg,1700.599,00-28-20.599,corte
0414_00-28-23_769.jpg,1703.769,00-28-23.769,corte
0415_00-28-29_374.jpg,1709.374,00-28-29.374,corte
0416_00-28-32_177.jpg,1712.177,00-28-32.177,corte
0417_00-28-35_714.jpg,1715.714,00-28-35.714,corte
0418_00-28-40_052.jpg,1720.052,00-28-40.052,corte
0419_00-28-43_555.jpg,1723.555,00-28-43.555,corte
0420_00-28-45_250.jpg,1725.250,00-28-45.250,suave
0421_00-28-51_930.jpg,1731.930,00-28-51.930,corte
0422_00-28-55_167.jpg,1735.167,00-28-55.167,corte
