arquivo,timestamp_s,timecode,tipo
0169_00-09-59_098.jpg,599.098,00-09-59.098,corte
0170_00-10-02_135.jpg,602.135,00-10-02.135,corte
0171_00-10-03_136.jpg,603.136,00-10-03.136,corte
0172_00-10-07_507.jpg,607.507,00-10-07.507,corte
0173_00-10-10_376.jpg,610.376,00-10-10.376,corte
0174_00-10-11_778.jpg,611.778,00-10-11.778,corte
0175_00-10-12_812.jpg,612.812,00-10-12.812,corte
0176_00-10-22_055.jpg,622.055,00-10-22.055,corte
0177_00-10-23_656.jpg,623.656,00-10-23.656,corte
0178_00-10-25_692.jpg,625.692,00-10-25.692,corte
0179_00-10-27_427.jpg,627.427,00-10-27.427,corte
0180_00-10-30_750.jpg,630.750,00-10-30.750,suave
0181_00-10-33_250.jpg,633.250,00-10-33.250,suave
0182_00-10-34_467.jpg,634.467,00-10-34.467,corte
0183_00-10-36_703.jpg,636.703,00-10-36.703,corte
0184_00-10-39_250.jpg,639.250,00-10-39.250,suave
0185_00-10-43_676.jpg,643.676,00-10-43.676,corte
0186_00-10-46_646.jpg,646.646,00-10-46.646,corte
0187_00-10-49_816.jpg,649.816,00-10-49.816,corte
0188_00-10-54_120.jpg,654.120,00-10-54.120,corte
0189_00-10-57_524.jpg,657.524,00-10-57.524,corte
0190_00-11-00_193.jpg,660.193,00-11-00.193,corte
0191_00-11-02_295.jpg,662.295,00-11-02.295,corte
0192_00-11-04_597.jpg,664.597,00-11-04.597,corte
0193_00-11-07_233.jpg,667.233,00-11-07.233,corte
0194_00-11-10_750.jpg,670.750,00-11-10.750,suave
0195_00-11-11_905.jpg,671.905,00-11-11.905,corte
0196_00-11-14_941.jpg,674.941,00-11-14.941,corte
0197_00-11-17_443.jpg,677.443,00-11-17.443,corte
0198_00-11-18_211.jpg,678.211,00-11-18.211,corte
0199_00-11-29_222.jpg,689.222,00-11-29.222,corte
0200_00-11-32_091.jpg,692.091,00-11-32.091,corte
0201_00-11-33_593.jpg,693.593,00-11-33.593,corte
0202_00-11-36_229.jpg,696.229,00-11-36.229,corte
0203_00-11-37_130.jpg,697.130,00-11-37.130,corte
0204_00-11-37_997.jpg,697.997,00-11-37.997,corte
0205_00-11-44_250.jpg,704.250,00-11-44.250,suave
0206_00-11-48_250.jpg,708.250,00-11-48.250,suave
0207_00-11-50_000.jpg,710.000,00-11-50.000,suave
0208_00-11-56_000.jpg,716.000,00-11-56.000,suave
0209_00-11-58_750.jpg,718.750,00-11-58.750,suave
0210_00-12-08_294.jpg,728.294,00-12-08.294,corte
0211_00-12-26_279.jpg,746.279,00-12-26.279,corte
0212_00-12-29_616.jpg,749.616,00-12-29.616,corte
0213_00-12-35_655.jpg,755.655,00-12-35.655,corte
0214_00-12-45_500.jpg,765.500,00-12-45.500,suave
0215_00-12-46_165.jpg,766.165,00-12-46.165,corte
0216_00-12-47_200.jpg,767.200,00-12-47.200,corte
0217_00-12-49_802.jpg,769.802,00-12-49.802,corte
0218_00-12-53_250.jpg,773.250,00-12-53.250,suave
0219_00-12-55_808.jpg,775.808,00-12-55.808,corte
0220_00-12-57_777.jpg,777.777,00-12-57.777,corte
0221_00-13-06_750.jpg,786.750,00-13-06.750,suave
0222_00-13-09_722.jpg,789.722,00-13-09.722,corte
0223_00-13-12_358.jpg,792.358,00-13-12.358,corte
0224_00-13-22_935.jpg,802.935,00-13-22.935,corte
0225_00-13-26_139.jpg,806.139,00-13-26.139,corte
0226_00-13-32_345.jpg,812.345,00-13-32.345,corte
0227_00-13-33_946.jpg,813.946,00-13-33.946,corte
0228_00-13-35_248.jpg,815.248,00-13-35.248,corte
0229_00-13-37_116.jpg,817.116,00-13-37.116,corte
0230_00-13-38_284.jpg,818.284,00-13-38.284,corte
0231_00-13-42_288.jpg,822.288,00-13-42.288,corte
0232_00-13-46_292.jpg,826.292,00-13-46.292,corte
0233_00-13-47_627.jpg,827.627,00-13-47.627,corte
0234_00-13-48_695.jpg,828.695,00-13-48.695,corte
0235_00-14-07_013.jpg,847.013,00-14-07.013,corte
0236_00-14-12_952.jpg,852.952,00-14-12.952,corte
0237_00-14-14_921.jpg,854.921,00-14-14.921,corte
0238_00-14-19_959.jpg,859.959,00-14-19.959,corte
0239_00-14-21_127.jpg,861.127,00-14-21.127,corte
0240_00-14-24_364.jpg,864.364,00-14-24.364,corte
0241_00-14-32_250.jpg,872.250,00-14-32.250,suave
0242_00-14-36_142.jpg,876.142,00-14-36.142,corte
0243_00-14-41_647.jpg,881.647,00-14-41.647,corte
0244_00-14-43_683.jpg,883.683,00-14-43.683,corte
0245_00-14-46_352.jpg,886.352,00-14-46.352,corte
0246_00-14-50_022.jpg,890.022,00-14-50.022,corte
0247_00-14-55_750.jpg,895.750,00-14-55.750,suave
0248_00-15-12_000.jpg,912.000,00-15-12.000,suave
0249_00-15-13_446.jpg,913.446,00-15-13.446,corte
0250_00-15-15_000.jpg,915.000,00-15-15.000,suave
0251_00-15-17_750.jpg,917.750,00-15-17.750,suave
0252_00-15-19_750.jpg,919.750,00-15-19.750,suave
0253_00-15-25_858.jpg,925.858,00-15-25.858,corte
0254_00-15-28_094.jpg,928.094,00-15-28.094,corte
0255_00-15-32_031.jpg,932.031,00-15-32.031,corte
0256_00-15-34_000.jpg,934.000,00-15-34.000,corte
0257_00-15-36_002.jpg,936.002,00-15-36.002,corte
0258_00-15-48_000.jpg,948.000,00-15-48.000,suave
0259_00-15-50_850.jpg,950.850,00-15-50.850,corte
0260_00-15-55_000.jpg,955.000,00-15-55.000,suave
0261_00-15-58_000.jpg,958.000,00-15-58.000,suave
0262_00-16-00_750.jpg,960.750,00-16-00.750,suave
0263_00-16-01_594.jpg,961.594,00-16-01.594,corte
0264_00-16-04_564.jpg,964.564,00-16-04.564,corte
0265_00-16-08_134.jpg,968.134,00-16-08.134,corte
0266_00-16-10_770.jpg,970.770,00-16-10.770,corte
0267_00-16-11_471.jpg,971.471,00-16-11.471,corte
0268_00-16-17_210.jpg,977.210,00-16-17.210,corte
0269_00-16-23_115.jpg,983.115,00-16-23.115,corte
0270_00-16-28_554.jpg,988.554,00-16-28.554,corte
0271_00-16-42_802.jpg,1002.802,00-16-42.802,corte
0272_00-16-44_804.jpg,1004.804,00-16-44.804,corte
0273_00-16-47_006.jpg,1007.006,00-16-47.006,corte
0274_00-16-50_643.jpg,1010.643,00-16-50.643,corte
0275_00-16-54_580.jpg,1014.580,00-16-54.580,corte
0276_00-16-57_083.jpg,1017.083,00-16-57.083,corte
0277_00-17-00_920.jpg,1020.920,00-17-00.920,corte
0278_00-17-02_855.jpg,1022.855,00-17-02.855,corte
0279_00-17-06_893.jpg,1026.893,00-17-06.893,corte
0280_00-17-11_063.jpg,1031.063,00-17-11.063,corte
0281_00-17-17_103.jpg,1037.103,00-17-17.103,corte
0282_00-17-19_906.jpg,1039.906,00-17-19.906,corte
0283_00-17-29_649.jpg,1049.649,00-17-29.649,corte
0284_00-17-31_750.jpg,1051.750,00-17-31.750,suave
0285_00-17-32_885.jpg,1052.885,00-17-32.885,corte
0286_00-17-35_454.jpg,1055.454,00-17-35.454,corte
0287_00-17-38_124.jpg,1058.124,00-17-38.124,corte
